Time     horizontal-angle zenith   slope-distance
19:27:49    69.0127     0.07545    7.945 
19:28:36    69.02545    0.07505    7.945 
19:24:42    68.58295    0.07475    7.9451
19:25:00    68.5724     0.0755     7.9449
19:21:47    69.0853     0.07545    7.945 
19:22:00    69.01475    0.07515    7.945 
19:18:47    69.05495    0.07545    7.9449
19:19:03    68.55045    0.0751     7.9449
19:15:46    68.5925     0.0755     7.9451
19:15:59    68.55285    0.075      7.9449
19:12:50    68.5141     0.07555    7.9449
19:13:03    68.5426     0.0751     7.9449
19:09:46    68.5714     0.0755     7.9449
19:09:59    68.55445    0.07475    7.9451
19:07:10    68.5901     0.0752     7.9449
19:07:30    69.02275    0.0754     7.945 
19:03:46    68.5551     0.0755     7.945 
19:04:00    68.51045    0.07475    7.9452
19:00:49    68.5953     0.07525    7.945 
19:01:07    69.0428     0.0753     7.9449
18:57:46    68.57425    0.07545    7.945 
18:58:01    68.5825     0.07515    7.945 
18:55:46    68.5022     0.07545    7.945 
18:55:58    68.5636     0.07505    7.9448
18:52:49    68.56475    0.07545    7.945 
18:53:05    68.5043     0.07535    7.945 
18:49:52    68.58415    0.07535    7.9451
18:50:11    68.55115    0.07525    7.945 
18:47:48    69.0256     0.07545    7.9449
18:48:01    68.55475    0.07505    7.9449
18:44:50    68.5608     0.0754     7.945 
18:45:06    68.56075    0.0751     7.945 
18:41:49    68.58335    0.0755     7.945 
18:42:02    68.54455    0.0749     7.9449
18:39:47    68.5323     0.07555    7.945 
18:39:59    68.5808     0.075      7.9452
18:36:47    69.02       0.07545    7.9449
18:37:00    68.5913     0.07515    7.9451
18:33:48    68.5447     0.0754     7.9451
18:34:04    68.56275    0.075      7.9451
18:30:48    68.59365    0.07545    7.9449
18:31:02    69.04155    0.0752     7.945 
18:27:42    69.0053     0.0748     7.945 
18:27:59    68.58555    0.0754     7.945 
18:24:49    68.59585    0.07545    7.9449
18:25:03    68.5925     0.07525    7.9449
18:22:38    68.5609     0.07475    7.9449
18:22:55    68.57525    0.07545    7.945 
18:20:46    68.57       0.07535    7.945 
18:20:58    69.0123     0.0753     7.945 
18:18:45    68.5637     0.07545    7.945 
18:18:58    68.5701     0.07505    7.9451
18:15:47    68.574      0.07535    7.9451
18:16:03    68.5131     0.0753     7.945 
18:13:38    69.0008     0.0747     7.9448
18:13:54    69.02       0.0754     7.9448
18:10:50    69.00535    0.0754     7.945 
18:11:04    68.58515    0.07505    7.945 
18:07:46    68.58445    0.0748     7.945 
18:08:03    68.5256     0.0754     7.9449
18:04:47    69.00385    0.0752     7.945 
18:05:07    68.50185    0.0753     7.9449
18:01:47    68.5628     0.0753     7.9452
18:02:00    68.5913     0.07525    7.9449
17:58:42    68.58135    0.07475    7.9451
17:58:59    68.5539     0.07545    7.9449
17:55:43    69.00055    0.07475    7.9449
17:56:00    68.59305    0.0754     7.9449
17:53:17    68.5458     0.07545    7.9451
17:53:32    68.5654     0.07495    7.945 
17:49:48    68.5931     0.07525    7.945 
17:50:07    68.5815     0.07525    7.9449
17:47:46    68.55165    0.07545    7.945 
17:47:59    68.58375    0.0748     7.945 
17:44:44    68.58265    0.07525    7.945 
17:45:05    68.59285    0.0755     7.9451
17:41:50    68.55585    0.0754     7.9449
17:42:06    69.00175    0.075      7.9448
17:38:49    68.58435    0.0755     7.945 
17:39:02    68.5428     0.075      7.945 
17:36:41    69.0042     0.0748     7.9451
17:36:59    68.55245    0.07555    7.9451
17:33:45    69.00065    0.07505    7.9448
17:34:05    69.0224     0.07555    7.9449
17:30:47    68.56495    0.0755     7.945 
17:31:00    69.03215    0.07485    7.945 
17:27:45    69.00135    0.0754     7.9449
17:28:01    68.5854     0.07485    7.945 
17:24:47    69.053      0.0756     7.9452
17:24:59    68.54315    0.07475    7.9448
17:21:48    68.57155    0.0754     7.945 
17:22:04    68.55325    0.0748     7.9452
17:18:44    69.0152     0.0747     7.9451
17:19:01    68.5236     0.0754     7.945 
17:16:44    68.5904     0.0751     7.9451
17:17:03    68.5803     0.07555    7.9449
17:14:46    69.0008     0.0754     7.9451
17:14:59    69.07       0.0751     7.945 
17:11:48    69.03595    0.07525    7.9449
17:12:09    68.55475    0.0753     7.945 
17:08:44    68.5626     0.0754     7.9451
17:09:00    69.0006     0.07475    7.945 
17:06:47    68.59215    0.07545    7.945 
17:07:01    68.5706     0.07485    7.945 
17:03:48    68.5414     0.07535    7.945 
17:04:03    68.55045    0.07475    7.9451
17:00:49    68.5537     0.07525    7.945 
17:01:09    68.55085    0.07525    7.9451
16:58:44    68.50525    0.0755     7.945 
16:58:57    68.59385    0.0748     7.9449
16:56:46    68.5801     0.0755     7.9452
16:57:00    68.55535    0.07495    7.9451
16:53:44    68.5909     0.0749     7.9451
16:54:03    68.5421     0.07555    7.945 
16:51:48    68.55395    0.07545    7.9449
16:52:00    69.01525    0.0748     7.9451
16:49:42    69.00095    0.0755     7.9452
16:49:56    69.0522     0.07485    7.945 
16:47:45    69.0036     0.0755     7.9449
16:47:58    68.5717     0.0751     7.945 
16:44:50    68.52105    0.07555    7.945 
16:45:03    68.59345    0.0747     7.9452
16:42:45    69.03395    0.0756     7.9449
16:42:58    68.5759     0.075      7.9449
16:39:46    69.0102     0.0755     7.9449
16:40:00    69.013      0.07485    7.945 
16:37:47    69.0409     0.0756     7.945 
16:37:58    68.58225    0.0747     7.9448
16:34:50    68.5314     0.0754     7.9451
16:35:06    68.59035    0.0749     7.945 
16:31:41    68.5521     0.0749     7.9449
16:32:00    68.5214     0.07545    7.945 
16:29:45    69.0107     0.07455    7.945 
16:30:02    68.53465    0.07545    7.9451
16:27:41    68.5948     0.07545    7.945 
16:27:56    69.03115    0.0751     7.9449
16:25:49    68.53085    0.07555    7.9452
16:26:02    68.58465    0.0749     7.945 
16:23:46    68.59345    0.07545    7.9451
16:24:02    68.55265    0.0755     7.945 
16:20:48    69.00455    0.07555    7.9451
16:21:01    68.59125    0.0748     7.9449
16:18:41    68.5518     0.07555    7.9449
16:18:55    68.48245    0.07515    7.945 
16:16:51    68.5656     0.07545    7.945 
16:17:04    68.5547     0.075      7.945 
16:13:50    68.57085    0.0755     7.9451
16:14:04    68.5844     0.07485    7.945 
16:11:46    68.55105    0.07555    7.9449
16:11:58    68.55055    0.0747     7.945 
16:08:42    68.57       0.0747     7.945 
16:09:00    68.53255    0.07525    7.9451
16:05:43    68.59345    0.07525    7.945 
16:06:04    69.06485    0.0754     7.9449
16:02:45    68.5905     0.07545    7.9449
16:02:59    68.50325    0.075      7.945 
16:00:43    69.00275    0.07475    7.945 
16:01:01    68.56355    0.0755     7.9449
15:57:49    68.5446     0.07525    7.9451
15:58:09    68.5905     0.07525    7.945 
15:54:42    69.0124     0.0746     7.9449
15:54:59    68.54155    0.07545    7.945 
15:51:48    68.5342     0.07555    7.9451
15:52:01    68.59275    0.07475    7.9451
15:48:49    68.5313     0.0755     7.9451
15:49:02    68.5519     0.075      7.945 
15:45:47    69.0017     0.07555    7.9451
15:45:59    68.503      0.0751     7.9451
15:42:46    68.5714     0.0747     7.9449
15:43:03    68.56185    0.0755     7.945 
15:39:46    68.5459     0.075      7.945 
15:40:04    68.5713     0.0754     7.9449
15:36:47    68.5622     0.0755     7.9451
15:37:01    68.54115    0.0749     7.9451
15:33:48    68.5736     0.07545    7.945 
15:34:02    68.583      0.07515    7.945 
15:30:49    68.59385    0.07535    7.9449
15:31:08    68.5502     0.07525    7.9451
15:27:47    69.0034     0.0755     7.945 
15:27:59    68.5802     0.07485    7.9451
15:24:46    68.5701     0.0755     7.9449
15:25:28    68.5501     0.0748     7.9449
15:21:49    68.5622     0.0754     7.9448
15:22:04    68.58435    0.07525    7.9452
15:18:48    69.02525    0.07525    7.9451
15:19:08    68.59455    0.0753     7.945 
15:15:48    68.5915     0.07545    7.945 
15:16:01    69.00325    0.07495    7.9452
15:13:44    69.03295    0.0748     7.945 
15:14:02    69.01405    0.0755     7.9449
15:10:40    68.55075    0.0752     7.945 
15:11:00    69.0029     0.0754     7.9449
15:08:44    68.55485    0.0748     7.945 
15:09:02    68.55545    0.0755     7.9449
15:05:43    69.0219     0.0747     7.9448
15:06:01    69.00425    0.07545    7.9449
15:02:46    69.03485    0.0756     7.945 
15:03:02    68.58545    0.0755     7.945 
14:59:48    69.0638     0.0754     7.9451
15:00:06    68.59585    0.07515    7.9449
14:57:45    69.05485    0.0754     7.9451
14:57:56    68.5816     0.07495    7.945 
14:54:50    68.5819     0.0753     7.945 
14:55:11    69.01525    0.07525    7.945 
14:51:47    69.0008     0.0754     7.9451
14:52:00    68.59145    0.0749     7.945 
14:48:47    69.0222     0.07545    7.945 
14:49:00    68.5643     0.07515    7.9449
14:46:43    69.06105    0.07475    7.9449
14:47:01    68.5934     0.07545    7.945 
14:43:46    68.56195    0.0749     7.945 
14:44:04    68.5108     0.07535    7.945 
14:40:49    68.5657     0.0754     7.9449
14:41:01    68.5341     0.0748     7.9451
14:38:43    68.58495    0.0756     7.945 
14:38:54    68.4909     0.07485    7.945 
14:36:46    68.45465    0.0755     7.945 
14:37:00    68.59085    0.0751     7.9452
14:33:46    69.0101     0.0753     7.945 
14:34:05    68.57125    0.07525    7.9451
14:31:44    69.00045    0.0754     7.945 
14:31:58    69.0214     0.07505    7.9449
14:29:42    68.53145    0.0756     7.9448
14:29:58    68.53585    0.07555    7.9451
14:27:42    68.5239     0.07495    7.9449
14:28:00    68.5433     0.0754     7.9451
14:24:46    68.58485    0.0755     7.945 
14:25:00    68.57555    0.0749     7.945 
14:21:50    68.59235    0.07525    7.9448
14:22:07    68.5714     0.07525    7.9448
14:18:46    68.50595    0.07485    7.9449
14:19:04    68.54005    0.07545    7.945 
14:15:48    69.0901     0.07525    7.9449
14:16:08    68.56275    0.07525    7.9451
14:12:49    69.0146     0.0753     7.9452
14:13:08    68.5208     0.07525    7.9451
14:09:47    69.19405    0.07535    7.9449
14:09:59    69.12345    0.07565    7.945 
14:07:42    69.07235    0.0754     7.9451
14:07:55    69.08035    0.07545    7.9448
14:05:40    69.11345    0.0753     7.9451
14:05:51    69.04055    0.07535    7.945 
14:02:50    69.0041     0.07535    7.945 
14:03:10    68.5641     0.07525    7.9449
13:59:47    69.0127     0.07545    7.9449
14:00:00    69.06445    0.07525    7.9449
13:56:47    69.0436     0.07495    7.9449
13:57:08    69.00275    0.07515    7.9449
13:53:50    68.43175    0.07565    7.9451
13:54:06    68.3929     0.07545    7.9449
13:50:51    68.4301     0.0756     7.945 
13:51:03    68.3807     0.07555    7.945 
13:48:43    68.5039     0.0754     7.9451
13:48:55    68.4728     0.0754     7.945 
13:46:42    68.50005    0.0754     7.9449
13:46:54    68.47525    0.0754     7.945 
13:44:43    69.14575    0.0756     7.945 
13:44:54    69.0214     0.0757     7.945 
13:42:42    69.0832     0.07535    7.9449
13:42:53    69.08       0.07535    7.9449
13:40:42    69.4337     0.0754     7.9449
13:40:54    69.4628     0.07545    7.9451
13:38:45    69.4752     0.0757     7.945 
13:38:55    69.4624     0.07575    7.945 
13:36:44    69.45145    0.07545    7.9449
13:36:56    69.42375    0.07545    7.9449
13:34:12    70.2012     0.07595    7.9449
13:34:23    70.19135    0.0759     7.945 
13:31:44    70.19545    0.0755     7.9449
13:31:54    70.1401     0.07555    7.945 
13:29:08    70.47       0.07535    7.945 
13:29:20    70.42525    0.0754     7.945 
13:26:42    70.4604     0.0757     7.9449
13:26:52    70.4858     0.0758     7.945 
13:24:42    70.56555    0.0755     7.9451
13:24:53    70.54135    0.07565    7.9451
13:22:43    70.53465    0.07565    7.945 
13:22:55    70.51365    0.07565    7.9449
13:19:49    70.59155    0.0755     7.9451
13:20:02    71.0106     0.07545    7.945 
13:17:50    70.52115    0.07555    7.9452
13:18:00    70.53535    0.0755     7.945 
13:14:45    70.32355    0.0754     7.9448
13:14:59    70.3615     0.075      7.9449
13:11:46    70.3913     0.07535    7.945 
13:12:00    70.3901     0.07545    7.9449
13:08:46    69.5843     0.07525    7.9451
13:09:07    70.0301     0.0745     7.9449
13:05:44    70.0934     0.07495    7.9451
13:06:01    70.08565    0.07475    7.9448
13:02:48    69.24095    0.0749     7.9448
13:03:07    69.25165    0.0751     7.9449
12:59:48    68.59525    0.07545    7.9448
12:59:59    68.5702     0.0749     7.945 
12:56:48    68.5442     0.0752     7.9451
12:57:09    68.57465    0.07495    7.9449
12:53:51    68.5531     0.07525    7.9449
12:54:12    68.53275    0.07525    7.945 
12:50:44    69.0024     0.0747     7.9449
12:51:04    68.5148     0.0752     7.945 
12:48:15    69.26145    0.07495    7.945 
12:48:33    69.2839     0.075      7.945 
12:44:46    69.27435    0.07515    7.9451
12:45:05    69.33595    0.0749     7.9449
12:41:46    69.27545    0.07455    7.9449
12:42:04    69.2534     0.07505    7.945 
12:38:47    70.0327     0.0748     7.9449
12:39:04    69.58495    0.07525    7.9449
12:35:43    70.31125    0.0747     7.9449
12:36:00    70.4211     0.0749     7.9449
12:32:47    70.3434     0.07545    7.9451
12:32:59    70.40275    0.07505    7.9451
12:29:49    70.5854     0.0755     7.945 
12:30:01    70.5615     0.07545    7.9449
12:26:47    70.5346     0.0754     7.9449
12:27:01    70.5015     0.0755     7.945 
12:24:40    70.54245    0.07545    7.945 
12:24:52    70.5313     0.0753     7.945 
12:22:41    70.59315    0.0753     7.9449
12:22:52    71.00565    0.07535    7.9449
12:20:41    70.57025    0.07565    7.9449
12:20:51    70.5545     0.0756     7.9449
12:18:42    70.4515     0.07545    7.9451
12:18:54    70.4053     0.07575    7.9449
12:16:40    70.45335    0.07545    7.945 
12:16:51    70.4434     0.07545    7.9448
12:14:40    70.1232     0.0756     7.9449
12:14:51    70.13065    0.07555    7.9449
12:12:41    70.20345    0.0756     7.945 
12:12:50    70.1352     0.0757     7.945 
12:10:42    70.1915     0.0753     7.9449
12:10:52    70.1247     0.07535    7.945 
12:08:36    69.47005    0.0755     7.945 
12:08:46    69.39065    0.0755     7.9449
12:06:44    69.45325    0.07595    7.9449
12:06:54    69.4044     0.07595    7.9449
12:04:44    69.0817     0.07565    7.945 
12:04:55    69.08065    0.07575    7.9448
12:02:37    69.1204     0.07535    7.945 
12:02:49    69.00555    0.07535    7.9447
12:00:46    69.10055    0.07545    7.9449
12:00:58    68.5655     0.07555    7.9449
11:58:40    69.11255    0.0756     7.9451
11:58:51    69.06505    0.07555    7.9449
11:56:43    68.55185    0.0755     7.945 
11:56:56    68.5306     0.07585    7.9448
11:54:46    68.5223     0.0753     7.945 
11:54:57    68.47185    0.07535    7.945 
11:52:43    68.51475    0.0754     7.9452
11:52:57    68.39195    0.0748     7.945 
11:49:47    68.4705     0.07565    7.9449
11:50:02    68.49       0.07555    7.9449
11:47:43    68.44085    0.0754     7.9449
11:47:56    68.4158     0.0754     7.9449
11:45:46    69.0056     0.0754     7.945 
11:45:59    68.5702     0.0749     7.945 
11:42:51    68.4944     0.07525    7.945 
11:43:11    68.55145    0.07525    7.945 
11:40:46    68.5853     0.0755     7.9448
11:40:59    68.5134     0.0748     7.9451
11:37:49    68.5359     0.0754     7.9447
11:38:03    68.562      0.07495    7.945 
11:34:49    68.55055    0.0754     7.9449
11:35:05    68.56355    0.07505    7.9449
11:31:48    68.5921     0.0754     7.9449
11:32:02    68.51265    0.07485    7.9448
11:29:46    68.5636     0.0755     7.945 
11:29:58    69.01145    0.0749     7.9448
11:26:49    69.00055    0.0754     7.9447
11:27:05    68.55175    0.0747     7.945 
11:23:49    68.5827     0.0755     7.9449
11:24:03    68.57505    0.07495    7.9449
11:20:48    68.55565    0.07545    7.945 
11:21:03    68.5736     0.07475    7.945 
11:17:47    68.5649     0.0755     7.9449
11:18:00    68.542      0.075      7.9448
11:14:48    68.57585    0.0754     7.945 
11:15:02    68.5501     0.0751     7.9449
11:11:49    69.0216     0.07525    7.9449
11:12:09    68.5819     0.07525    7.9448
11:09:08    68.54535    0.0751     7.9448
11:09:28    68.5416     0.0755     7.945 
11:06:41    69.0111     0.0747     7.9448
11:06:58    68.5613     0.0754     7.9449
11:03:51    69.01525    0.0755     7.9448
11:04:02    68.58195    0.07475    7.9449
11:00:43    69.03395    0.07505    7.9449
11:01:02    68.5342     0.07555    7.9448
10:58:41    70.4527     0.07585    7.9448
10:58:51    69.39145    0.07585    7.945 
10:55:44    69.015      0.0749     7.945 
10:56:01    69.02365    0.07545    7.9448
10:52:48    69.32205    0.0747     7.945 
10:53:04    69.3734     0.0753     7.9449
10:49:48    69.3532     0.07515    7.9449
10:50:07    69.26445    0.07515    7.9449
10:47:37    70.09555    0.0745     7.9449
10:47:54    70.14125    0.07495    7.9449
10:44:45    70.14595    0.07535    7.945 
10:45:00    70.08095    0.07465    7.9449
10:42:46    70.4608     0.07535    7.945 
10:42:59    70.44415    0.075      7.9448
10:39:46    70.5242     0.0753     7.9449
10:40:00    70.53575    0.0753     7.9448
10:36:49    70.5556     0.07555    7.945 
10:37:02    70.58235    0.0754     7.945 
10:34:45    70.58365    0.07565    7.9448
10:34:56    70.57235    0.07565    7.9448
10:32:40    70.58505    0.07555    7.945 
10:32:50    70.5435     0.0755     7.945 
10:30:45    71.02075    0.07585    7.9449
10:30:57    71.02295    0.07585    7.945 
10:28:46    70.48235    0.07535    7.9449
10:28:56    70.4844     0.07535    7.945 
10:26:43    70.46315    0.07575    7.9449
10:26:53    70.52025    0.07585    7.9447
10:24:44    70.21495    0.07555    7.945 
10:24:54    70.17535    0.07565    7.9449
10:22:46    70.2135     0.0755     7.945 
10:22:56    70.1842     0.07555    7.9449
10:19:41    70.19225    0.0753     7.9449
10:20:22    70.22595    0.07535    7.9448
10:17:45    69.4803     0.07555    7.9448
10:17:56    69.39065    0.07565    7.9447
10:15:41    69.47445    0.07555    7.945 
10:15:51    69.43195    0.0756     7.9449
10:13:47    69.1046     0.07545    7.9449
10:13:58    69.0601     0.0757     7.9448
10:11:44    69.13595    0.0757     7.9448
10:11:54    69.05175    0.0758     7.9448
10:09:44    68.49215    0.07555    7.9449
10:09:55    68.4621     0.0756     7.945 
10:07:45    68.56375    0.07555    7.9449
10:07:55    68.4954     0.0756     7.9448
10:05:44    68.51285    0.07595    7.9449
10:05:57    68.51025    0.07595    7.9448
10:02:47    68.5049     0.07565    7.9449
10:03:00    68.4518     0.0756     7.9449
09:59:50     69.01055    0.07535    7.9447
10:00:07    69.0003     0.075      7.9448
09:56:46     69.0437     0.0754     7.945 
09:57:00     69.0434     0.07515    7.9448
09:53:51     69.02225    0.0754     7.9447
09:54:06     69.0125     0.07505    7.9448
09:50:46     69.094      0.0753     7.945 
09:51:03     69.0212     0.07525    7.9449
09:48:42     68.5528     0.0742     7.9449
09:48:58     69.0012     0.07555    7.9449
09:45:49     69.04065    0.07545    7.9448
09:46:03     69.0258     0.075      7.9448
09:42:47     69.11065    0.0754     7.9449
09:43:05     69.0155     0.07525    7.9448
09:39:47     68.57495    0.0755     7.9448
09:40:01     69.05475    0.075      7.9448
09:36:45     69.0629     0.07545    7.9448
09:36:59     68.58565    0.07475    7.9446
09:33:46     68.5928     0.0754     7.9449
09:34:00     68.5747     0.0749     7.9448
09:31:12     68.58335    0.07475    7.9449
09:31:29     69.05165    0.0755     7.9447
09:27:42     69.0236     0.07455    7.9448
09:27:59     68.54525    0.07555    7.9449
09:25:16     69.0056     0.0754     7.9449
09:25:30     69.0111     0.0748     7.9449
09:21:47     68.56385    0.07545    7.9449
09:22:00     68.5821     0.07485    7.9448
09:19:47     68.59015    0.0755     7.945 
09:19:59     69.02455    0.075      7.9449
09:16:49     69.03045    0.0755     7.9449
09:17:04     69.0424     0.0748     7.9449
09:13:42     69.1025     0.0747     7.9449
09:13:59     69.03225    0.07545    7.9449
09:10:45     69.03025    0.07535    7.9449
09:11:06     69.00055    0.07525    7.945 
09:08:39     69.10005    0.07475    7.9448
09:08:56     69.00005    0.0755     7.9447
09:06:42     68.59455    0.0755     7.945 
09:06:54     69.003      0.0748     7.945 
09:04:45     69.05365    0.07545    7.9449
09:04:58     69.0344     0.07495    7.9448
09:02:42     69.0652     0.075      7.945 
09:02:58     68.57255    0.0755     7.945 
08:59:51     69.04285    0.0753     7.945 
09:00:08     68.59505    0.0752     7.9449
08:56:44     69.0414     0.07545    7.9447
08:57:01     68.5443     0.0755     7.9449
08:54:47     69.11405    0.0755     7.9448
08:54:58     69.03235    0.0749     7.945 
08:51:49     69.0237     0.0754     7.9449
08:52:04     68.59555    0.0751     7.945 
08:48:49     69.02115    0.07555    7.9449
08:49:02     68.58555    0.07495    7.945 
08:46:48     69.074      0.07545    7.9449
08:47:01     69.0102     0.0747     7.9447
08:43:41     69.07525    0.07515    7.9449
08:44:00     68.5621     0.07545    7.9449
08:41:38     69.08085    0.07465    7.9448
08:41:55     69.04275    0.07495    7.9449
08:38:48     69.0532     0.075      7.9448
08:39:07     69.03445    0.07535    7.9446
08:35:48     69.0713     0.07525    7.9449
08:36:07     69.0034     0.07525    7.9448
08:32:51     69.021      0.0754     7.9449
08:33:03     69.051      0.0749     7.9449
